classification,origin,Distance (m),Easting,Northing,Elevation,intensity,returnNumber,returns,pointSourceID
Ground,Point Cloud,748.8021314067955,-12332944.43572538,4637656.214884584,1377.1992140784146,0.07959105821316853,1,1,217
Ground,Point Cloud,749.3089574778642,-12332943.786860082,4637655.944389873,1377.1396408377918,0.06713969634546425,1,1,217
Ground,Point Cloud,729.0447853274236,-12332969.606224585,4637655.543478063,1377.738593419189,0.07226672770275426,1,1,217
Ground,Point Cloud,728.9882427455668,-12332969.683508791,4637656.016843812,1377.7192723681765,0.07714961470969711,1,1,217
Ground,Point Cloud,729.5489776536415,-12332968.968629902,4637655.989472323,1377.7498640322801,0.07910276951247425,1,1,217
Ground,Point Cloud,729.5945957693693,-12332968.905836485,4637655.567629378,1377.7595245577863,0.08545052262149996,1,1,217
Unclassified,Point Cloud,749.5121768049066,-12332943.530856155,4637656.2132744985,1377.2893789831412,0.07495231555657282,1,1,217
Ground,Point Cloud,750.0529197916258,-12332942.841738671,4637656.211664412,1377.408525464387,0.06836041809719998,1,1,217
Ground,Point Cloud,750.0972604986891,-12332942.780555343,4637655.788211377,1377.3795438878678,0.06884870679789426,1,1,217
Ground,Point Cloud,729.7996991518157,-12332968.64983256,4637656.053875824,1377.7788456087992,0.0776379034103914,1,1,217
Ground,Point Cloud,730.3988194989215,-12332967.885040957,4637655.936339434,1377.8287583239157,0.08960097657740139,1,1,217
Ground,Point Cloud,750.3306909997045,-12332942.485909313,4637656.044215304,1377.4584381795034,0.06591897459372854,1,1,217
Ground,Point Cloud,750.9019801020477,-12332941.758149726,4637656.068366616,1377.4584381795034,0.06836041809719998,1,1,217
Ground,Point Cloud,730.6485361665618,-12332967.566243615,4637655.884816629,1377.849689462513,0.08276493476768139,1,1,217
Ground,Point Cloud,751.1232440510212,-12332941.477994487,4637656.23259555,1377.489029843607,0.07006942854962997,1,1,217
Ground,Point Cloud,751.6234589230153,-12332940.840399804,4637656.21971485,1377.4986903691133,0.07226672770275426,1,1,217
Ground,Point Cloud,731.349129885326,-12332966.674255095,4637655.95888066,1377.8899416521228,0.08349736781872281,1,1,217
Ground,Point Cloud,731.8373391374334,-12332966.049541112,4637655.727028048,1377.9398543672394,0.08081177996490425,1,1,217
Ground,Point Cloud,751.8608350291106,-12332940.53448316,4637655.910578032,1377.5196215077108,0.06543068589303426,1,1,217
Ground,Point Cloud,751.8154541650292,-12332940.597276578,4637656.359792469,1377.5196215077108,0.07299916075379569,1,1,217
Ground,Point Cloud,752.3230617690933,-12332939.948411282,4637656.179462658,1377.5389425587234,0.0673838406958114,1,1,217
Ground,Point Cloud,732.0393303401288,-12332965.793537185,4637655.854224968,1377.9398543672394,0.0878919661249714,1,1,217
Ground,Point Cloud,732.5606396502772,-12332965.1301811,4637655.942779784,1377.9398543672394,0.07275501640344854,1,1,217
Unclassified,Point Cloud,752.5813229755076,-12332939.616733238,4637655.947610049,1377.5486030842299,0.07446402685587854,1,1,217
Unclassified,Point Cloud,752.5360537592715,-12332939.679526655,4637656.409705185,1377.569534222827,0.0708018616006714,1,1,217
Ground,Point Cloud,753.1312450615587,-12332938.91634514,4637655.984642061,1377.5099609822041,0.07568474860761425,1,1,217
Ground,Point Cloud,732.8772428868833,-12332964.724439029,4637655.736688574,1377.9398543672394,0.0810559243152514,1,1,217
Ground,Point Cloud,733.4689704982084,-12332963.97091804,4637655.786601291,1377.8996021776293,0.0856946669718471,1,1,217
Ground,Point Cloud,753.392667732056,-12332938.583057009,4637655.971761361,1377.5099609822041,0.07983520256351567,1,1,217
Ground,Point Cloud,753.3457861654897,-12332938.647460513,4637656.393604308,1377.5099609822041,0.06958113984893569,1,1,217
Ground,Point Cloud,753.9546791738758,-12332937.86978821,4637656.237425811,1377.448777653997,0.07910276951247425,1,1,217
Unclassified,Point Cloud,733.7093471380795,-12332963.6650014,4637655.823633303,1377.9285837541486,0.07739375906004425,1,1,217
Ground,Point Cloud,734.179448529816,-12332963.066048818,4637655.834903915,1377.8593499880192,0.0708018616006714,1,1,217
Ground,Point Cloud,754.2127310387368,-12332937.538110167,4637655.981421886,1377.448777653997,0.08130006866559854,1,1,217
Unclassified,Point Cloud,754.1572286138908,-12332937.613784283,4637656.429026235,1377.4697087925942,0.08007934691386283,1,1,217
Ground,Point Cloud,754.6829440801885,-12332936.939157585,4637656.005573201,1377.4294566029841,0.08300907911802853,1,1,217
Unclassified,Point Cloud,734.4177178186073,-12332962.760132177,4637655.628812703,1377.8899416521228,0.08520637827115282,1,1,217
Unclassified,Point Cloud,734.3725602502091,-12332962.822925594,4637656.103788541,1377.9092627031357,0.07641718165865569,1,1,217
Ground,Point Cloud,734.8712120524797,-12332962.185330909,4637655.910578032,1377.8593499880192,0.08203250171663996,1,1,217
Ground,Point Cloud,754.8553939940539,-12332936.721795762,4637656.222935025,1377.448777653997,0.07714961470969711,1,1,217
Ground,Point Cloud,755.3261652709698,-12332936.122843182,4637656.311489841,1377.3988649388805,0.0874036774242771,1,1,217
Ground,Point Cloud,755.5755330409738,-12332935.80404584,4637656.21971485,1377.389204413374,0.07861448081177996,1,1,217
Ground,Point Cloud,756.1281700016116,-12332935.102047652,4637656.424195972,1377.3586127492704,0.0874036774242771,1,1,217
Ground,Point Cloud,756.173662511661,-12332935.039254237,4637655.987862238,1377.3586127492704,0.09399557488364996,1,1,217
Ground,Point Cloud,735.0819357612854,-12332961.918056369,4637656.0248942515,1377.878671039032,0.09839017318989852,1,1,217
Ground,Point Cloud,735.6230136915256,-12332961.228938885,4637656.061926265,1377.8287583239157,0.08007934691386283,1,1,217
Ground,Point Cloud,735.6683945555997,-12332961.166145468,4637655.612711832,1377.8094372729029,0.08007934691386283,1,1,217
Ground,Point Cloud,756.4523269005658,-12332934.68342488,4637655.923458734,1377.3489522237642,0.09057755397878996,1,1,217
Ground,Point Cloud,756.4082094891928,-12332934.744608209,4637656.37267317,1377.3698833623612,0.07568474860761425,1,1,217
Ground,Point Cloud,757.0144015808401,-12332933.968545992,4637656.050655655,1377.3199706472449,0.07519645990691996,1,1,217
Unclassified,Point Cloud,735.902718235593,-12332960.871499442,4637655.971761361,1377.849689462513,0.08471808957045854,1,1,217
Ground,Point Cloud,736.4933917376402,-12332960.119588539,4637656.045825388,1377.7885061343056,0.0810559243152514,1,1,217
Unclassified,Point Cloud,757.2632111097919,-12332933.649748651,4637655.894477159,1377.3296311727513,0.08618295567254139,1,1,217
Ground,Point Cloud,757.2179418954111,-12332933.712542066,4637656.356572294,1377.3392916982575,0.0810559243152514,1,1,217
Ground,Point Cloud,757.6962668365377,-12332933.100708785,4637656.150481082,1377.2893789831412,0.07690547035934997,1,1,217
Ground,Point Cloud,757.8963246976491,-12332932.846314946,4637656.200393797,1377.3199706472449,0.0776379034103914,1,1,217
Ground,Point Cloud,758.3886509637741,-12332932.221600963,4637656.443517025,1377.3392916982575,0.07910276951247425,1,1,217
Ground,Point Cloud,758.4355185743552,-12332932.157197459,4637656.020063991,1377.3392916982575,0.08081177996490425,1,1,217
Unclassified,Point Cloud,736.742550166091,-12332959.800791197,4637655.929899083,1377.8094372729029,0.06811627374685282,1,1,217
Ground,Point Cloud,737.1929945837255,-12332959.227600016,4637656.005573201,1377.7788456087992,0.06640726329442283,1,1,217
Ground,Point Cloud,758.6291745760973,-12332931.914074235,4637656.351742033,1377.3698833623612,0.07446402685587854,1,1,217
Ground,Point Cloud,759.1488854937706,-12332931.252328238,4637656.401654745,1377.3698833623612,0.07348744945448997,1,1,217
Ground,Point Cloud,759.2053164259269,-12332931.175044034,4637655.9154082965,1377.3489522237642,0.07397573815518425,1,1,217
Ground,Point Cloud,759.4285900359755,-12332930.894888794,4637656.311489841,1377.4197960774777,0.07666132600900283,1,1,217
Ground,Point Cloud,760.0470463677993,-12332930.10433579,4637656.092517929,1377.4197960774777,0.08374151216906996,1,1,217
Ground,Point Cloud,760.2499307513281,-12332929.848331865,4637656.322760453,1377.4584381795034,0.07397573815518425,1,1,217
Ground,Point Cloud,760.7095895929087,-12332929.262259984,4637656.295388965,1377.4391171284906,0.08325322346837567,1,1,217
Unclassified,Point Cloud,760.9294160759673,-12332928.982104745,4637656.293778878,1377.489029843607,0.08984512092774853,1,1,217
Ground,Point Cloud,761.4682396826756,-12332928.294597346,4637656.216494673,1377.4294566029841,0.09228656443121996,1,1,217
Unclassified,Point Cloud,761.6901111532788,-12332928.01283202,4637656.305049491,1377.4697087925942,0.08838025482566568,1,1,217
Ground,Point Cloud,762.2480334949214,-12332927.299563218,4637656.09895828,1377.408525464387,0.07959105821316853,1,1,217
Ground,Point Cloud,762.4798516418887,-12332927.006527279,4637656.314710017,1377.4391171284906,0.08691538872358281,1,1,217
Ground,Point Cloud,763.0519222809598,-12332926.27876769,4637656.429026235,1377.4197960774777,0.0878919661249714,1,1,217
Ground,Point Cloud,763.1073130598379,-12332926.203093572,4637655.968541186,1377.3988649388805,0.0776379034103914,1,1,217
Unclassified,Point Cloud,763.2914196959755,-12332925.972851047,4637656.3646227345,1377.4391171284906,0.08764782177462424,1,1,217
Ground,Point Cloud,763.7788474113477,-12332925.348137066,4637656.042605214,1377.389204413374,0.08081177996490425,1,1,217
Unclassified,Point Cloud,763.9790169221596,-12332925.093743227,4637656.10539863,1377.408525464387,0.08960097657740139,1,1,217
Ground,Point Cloud,764.4519448344581,-12332924.493180558,4637656.296999054,1377.3988649388805,0.07226672770275426,1,1,217
Ground,Point Cloud,764.6887413308723,-12332924.188874004,4637656.066756527,1377.3988649388805,0.08325322346837567,1,1,217
Ground,Point Cloud,765.2292470678003,-12332923.499756519,4637656.037774953,1377.3586127492704,0.09326314183260853,1,1,217
Ground,Point Cloud,765.4818526232339,-12332923.180959178,4637656.319540278,1377.389204413374,0.07837033646143282,1,1,217
Ground,Point Cloud,766.1097466746796,-12332922.377525473,4637656.023284162,1377.3586127492704,0.07788204776073854,1,1,217
Ground,Point Cloud,766.3026350994041,-12332922.134402247,4637656.26640739,1377.389204413374,0.08496223392080568,1,1,217
Ground,Point Cloud,766.7531911667247,-12332921.561211066,4637656.354962204,1377.3489522237642,0.09301899748226139,1,1,217
Ground,Point Cloud,1490.0532428380102,-12332214.346340494,4637450.656612771,1367.5386885720059,0.07910276951247425,1,1,217
Ground,Point Cloud,1490.3047050144523,-12332214.30930848,4637450.334595256,1367.5386885720059,0.06762798504615854,1,1,217
Ground,Point Cloud,1490.5838506054133,-12332214.272276467,4637449.977155813,1367.519367520993,0.0690928511482414,1,1,217
Ground,Point Cloud,1490.8340544439852,-12332214.235244451,4637449.656748383,1367.519367520993,0.07104600595101854,1,1,217
Ground,Point Cloud,1491.0829999456182,-12332214.198212437,4637449.337951042,1367.519367520993,0.06469825284199283,1,1,217
Ground,Point Cloud,1491.3344531981274,-12332214.159570336,4637449.015933525,1367.5097069954866,0.06762798504615854,1,1,217
Ground,Point Cloud,1491.584657037165,-12332214.122538319,4637448.695526094,1367.4887758568893,0.06372167544060425,1,1,217
Ground,Point Cloud,1491.843669234775,-12332214.085506305,4637448.363848054,1367.479115331383,0.07031357289997711,1,1,217
Unclassified,Point Cloud,1492.103939770721,-12332214.048474291,4637448.030559923,1367.4388631417728,0.06665140764476997,1,1,217
Unclassified,Point Cloud,1492.3742680791765,-12332214.009832188,4637447.684391093,1367.41954209076,0.06323338673990997,1,1,217
Unclassified,Point Cloud,1492.6433469746262,-12332213.972800177,4637447.339832348,1367.398610952163,0.06689555199511711,1,1,217
Ground,Point Cloud,1493.1638791207224,-12332213.897126058,4637446.673256091,1367.41954209076,0.06762798504615854,1,1,217
Ground,Point Cloud,1493.4342163535766,-12332213.860094044,4637446.327087259,1367.41954209076,0.06420996414129854,1,1,217
Ground,Point Cloud,1493.6944868885912,-12332213.82306203,4637445.9937991295,1367.398610952163,0.06884870679789426,1,1,217
Ground,Point Cloud,1493.0337796034291,-12332213.808571242,4637446.839095112,1367.4485236672795,0.06933699549858854,1,1,217
Ground,Point Cloud,1492.7634423715062,-12332213.845603257,4637447.185263943,1367.4485236672795,0.0656748302433814,1,1,217
Ground,Point Cloud,1492.5031718355604,-12332213.882635271,4637447.518552072,1367.4694548058765,0.06543068589303426,1,1,217
Ground,Point Cloud,1492.242910224013,-12332213.921277372,4637447.851840201,1367.4887758568893,0.06445410849164569,1,1,217
Unclassified,Point Cloud,1491.973831329029,-12332213.958309386,4637448.196398945,1367.5097069954866,0.07959105821316853,1,1,217
Unclassified,Point Cloud,1491.7135607935488,-12332213.995341402,4637448.529687073,1367.5290280464994,0.07568474860761425,1,1,217
Unclassified,Point Cloud,1491.4532902580686,-12332214.032373417,4637448.862975205,1367.5499591850967,0.07373159380483711,1,1,217
Unclassified,Point Cloud,1491.213153116405,-12332214.069405429,4637449.170501931,1367.5596197106029,0.07373159380483711,1,1,217
Unclassified,Point Cloud,1490.9628868121654,-12332214.095166832,4637449.49090936,1367.5499591850967,0.0690928511482414,1,1,217
Unclassified,Point Cloud,1490.7038746131584,-12332214.132198846,4637449.822587405,1367.5596197106029,0.06860456244754712,1,1,217
Unclassified,Point Cloud,1490.4536707745865,-12332214.16923086,4637450.142994833,1367.5596197106029,0.06811627374685282,1,1,217
Unclassified,Point Cloud,1490.1833424670622,-12332214.207872963,4637450.489163664,1367.5886012871222,0.06347753109025711,1,1,217
Unclassified,Point Cloud,1489.9042682629079,-12332214.257785678,4637450.8466031095,1367.5998719002132,0.06836041809719998,1,1,217
Unclassified,Point Cloud,1489.6339310305193,-12332214.294817692,4637451.192771939,1367.5998719002132,0.06713969634546425,1,1,217
Unclassified,Point Cloud,1489.3636027225293,-12332214.333459795,4637451.538940768,1367.5998719002132,0.06616311894407569,1,1,217
Ground,Point Cloud,1483.4895067047328,-12332214.301258042,4637459.054829615,1367.5097069954866,0.06811627374685282,1,1,217
Ground,Point Cloud,1483.7699106340297,-12332214.264226027,4637458.695780082,1367.519367520993,0.07373159380483711,1,1,217
Ground,Point Cloud,1484.0502431746572,-12332214.214313313,4637458.33673055,1367.4984363823958,0.07592889295796139,1,1,217
Ground,Point Cloud,1484.3293887660839,-12332214.1772813,4637457.979291109,1367.4887758568893,0.07739375906004425,1,1,217
Ground,Point Cloud,1484.5896593020298,-12332214.140249282,4637457.646002975,1367.4984363823958,0.0720225833524071,1,1,217
Ground,Point Cloud,1484.8700543073937,-12332214.101607181,4637457.2869534455,1367.4887758568893,0.07373159380483711,1,1,217
Ground,Point Cloud,1485.3792703440413,-12332214.027543154,4637456.634867974,1367.4984363823958,0.07714961470969711,1,1,217
Ground,Point Cloud,1485.6395408795215,-12332213.990511138,4637456.301579845,1367.479115331383,0.0708018616006714,1,1,217
Ground,Point Cloud,1485.8998024906032,-12332213.951869037,4637455.968291713,1367.4694548058765,0.06958113984893569,1,1,217
Ground,Point Cloud,1486.160073026549,-12332213.914837021,4637455.635003586,1367.479115331383,0.07983520256351567,1,1,217
Ground,Point Cloud,1486.4002012447454,-12332213.87619492,4637455.327476857,1367.5097069954866,0.07348744945448997,1,1,217
Ground,Point Cloud,1486.6592134437524,-12332213.839162905,4637454.995798812,1367.5097069954866,0.07226672770275426,1,1,217
Ground,Point Cloud,1486.939617372118,-12332213.802130891,4637454.636749281,1367.5097069954866,0.06640726329442283,1,1,217
Ground,Point Cloud,1487.1998879085295,-12332213.765098875,4637454.303461151,1367.519367520993,0.0690928511482414,1,1,217
Unclassified,Point Cloud,1486.3591581061482,-12332213.7361173,4637455.378999656,1367.5386885720059,0.0788586251621271,1,1,217
Ground,Point Cloud,1486.108963190578,-12332213.774759402,4637455.699407089,1367.5097069954866,0.06689555199511711,1,1,217
Ground,Point Cloud,1485.839884295594,-12332213.811791416,4637456.043965831,1367.5097069954866,0.07031357289997711,1,1,217
Ground,Point Cloud,1485.5695470632054,-12332213.848823432,4637456.390134662,1367.519367520993,0.07153429465171282,1,1,217
Ground,Point Cloud,1485.2891520578414,-12332213.887465533,4637456.749184194,1367.519367520993,0.0810559243152514,1,1,217
Ground,Point Cloud,1485.0188148259185,-12332213.924497548,4637457.095353023,1367.5097069954866,0.07495231555657282,1,1,217
Ground,Point Cloud,1484.7497359309345,-12332213.96152956,4637457.439911767,1367.519367520993,0.07006942854962997,1,1,217
Ground,Point Cloud,1484.4794700872153,-12332214.011442278,4637457.786080597,1367.519367520993,0.07812619211108568,1,1,217
Ground,Point Cloud,1484.2292037843727,-12332214.037203679,4637458.106488024,1367.519367520993,0.07666132600900283,1,1,217
