classification,origin,Distance (m),Easting,Northing,Elevation,intensity,returnNumber,returns,pointSourceID
Ground,Point Cloud,4167.35039823968,-12333898.58328842,4637432.745998485,1406.4995879393528,0.06640726329442283,1,1,217
Ground,Point Cloud,4167.02071665274,-12333898.533375705,4637432.324155539,1406.5897528440792,0.07373159380483711,1,1,217
Unclassified,Point Cloud,4166.71997944871,-12333898.481852904,4637431.9393446045,1406.7491515149347,0.07519645990691996,1,1,217
Ground,Point Cloud,4166.40036520455,-12333898.431940189,4637431.530382357,1406.7894037045448,0.06665140764476997,1,1,217
Unclassified,Point Cloud,4168.24144527223,-12333898.401348524,4637433.885940494,1406.649326084702,0.06860456244754712,1,1,217
Ground,Point Cloud,4168.601322720293,-12333898.464141939,4637434.346425544,1406.7394909894283,0.07446402685587854,1,1,217
Unclassified,Point Cloud,4169.332409546711,-12333898.576848071,4637435.281886431,1406.9488023754006,0.07812619211108568,1,1,217
Unclassified,Point Cloud,4169.712421681266,-12333898.639641486,4637435.768132879,1407.0598984187243,0.0788586251621271,1,1,217
Unclassified,Point Cloud,4170.0823664730415,-12333898.702434903,4637436.24149863,1407.0888799952436,0.0754406042572671,1,1,217
Unclassified,Point Cloud,4170.462378607597,-12333898.765228316,4637436.72774508,1407.119471659347,0.08398565651941711,1,1,217
Ground,Point Cloud,4170.823520643171,-12333898.815141033,4637437.189840218,1407.1597238489571,0.07226672770275426,1,1,217
Ground,Point Cloud,4171.1934654344805,-12333898.877934448,4637437.66320597,1407.1887054254764,0.06958113984893569,1,1,217
Ground,Point Cloud,4171.563416395802,-12333898.927847162,4637438.136571716,1407.1999760385672,0.06713969634546425,1,1,217
Ground,Point Cloud,4176.417110400274,-12333898.97775988,4637444.346679531,1407.359374709423,0.07568474860761425,1,1,217
Ground,Point Cloud,4175.76655615028,-12333898.877934448,4637443.514264246,1407.3497141839166,0.08374151216906996,1,1,217
Ground,Point Cloud,4175.446941907052,-12333898.828021733,4637443.105302003,1407.3384435708258,0.08496223392080568,1,1,217
Ground,Point Cloud,4175.085806040093,-12333898.765228316,4637442.643206867,1407.3287830453191,0.08276493476768139,1,1,217
Ground,Point Cloud,4174.735989766195,-12333898.715315603,4637442.195602516,1407.319122519813,0.08130006866559854,1,1,217
Ground,Point Cloud,4174.39624700509,-12333898.652522188,4637441.760878868,1407.3094619943065,0.0788586251621271,1,1,217
Ground,Point Cloud,4174.055239656009,-12333898.60260947,4637441.324545133,1407.2998014688,0.08154421301594568,1,1,217
Ground,Point Cloud,4173.70542415278,-12333898.55108667,4637440.876940785,1407.2885308557093,0.07959105821316853,1,1,217
Ground,Point Cloud,4173.334220944438,-12333898.488293253,4637440.401964947,1407.2788703302028,0.07983520256351567,1,1,217
Ground,Point Cloud,4172.984404670075,-12333898.438380538,4637439.954360598,1407.2692098046964,0.08056763561455711,1,1,217
Ground,Point Cloud,4174.536023166962,-12333898.460921764,4637441.93959859,1407.3287830453191,0.0874036774242771,1,1,217
Ground,Point Cloud,4174.88583944086,-12333898.510834478,4637442.387202938,1407.3384435708258,0.07812619211108568,1,1,217
Ground,Point Cloud,4175.626993610989,-12333898.62354061,4637443.335544527,1407.3690352349292,0.07690547035934997,1,1,217
Unclassified,Point Cloud,4175.976803715806,-12333898.686334025,4637443.783148878,1407.3899663735265,0.09008926527809567,1,1,217
Unclassified,Point Cloud,4176.3165526459925,-12333898.73624674,4637444.217872524,1407.378695760436,0.09326314183260853,1,1,217
Unclassified,Point Cloud,4176.657559996005,-12333898.786159456,4637444.654206258,1407.3899663735265,0.07568474860761425,1,1,217
Ground,Point Cloud,4177.027504786383,-12333898.848952873,4637445.127572009,1407.378695760436,0.07837033646143282,1,1,217
Ground,Point Cloud,689.5905604449654,-12333019.884429585,4637655.491955261,1377.9285837541486,0.10180819409475853,1,1,217
Unclassified,Point Cloud,713.9341025398899,-12332988.861262007,4637655.41950132,1379.7495928121066,0.06494239719233998,1,1,217
Unclassified,Point Cloud,714.3886992961561,-12332988.286460739,4637655.828463565,1379.6384967687827,0.06982528419928283,1,1,217
Ground,Point Cloud,690.4021441918303,-12333018.844313005,4637654.960626359,1377.967225856174,0.07592889295796139,1,1,217
Unclassified,Point Cloud,696.0958658460513,-12333011.5956987,4637655.614321916,1378.218399519341,0.08056763561455711,1,1,217
Unclassified,Point Cloud,714.6555953168354,-12332987.943512084,4637655.572459639,1379.57892352816,0.0639658197909514,1,1,217
Ground,Point Cloud,715.2282102372483,-12332987.215752497,4637655.749569274,1379.258516098864,0.051270313572899975,1,1,217
Ground,Point Cloud,700.2563330242047,-12333006.292070195,4637655.459753507,1378.7883705242189,0.052979324025329975,1,1,217
Ground,Point Cloud,716.0705337447944,-12332986.143434165,4637655.849394706,1378.868874903439,0.06713969634546425,1,1,217
Ground,Point Cloud,716.1145534661846,-12332986.082250837,4637655.388909655,1378.7384578091023,0.06713969634546425,1,1,217
Ground,Point Cloud,702.6772722382084,-12333003.207142385,4637655.479074561,1379.2874976753833,0.06762798504615854,1,1,217
Ground,Point Cloud,704.0603247764811,-12333001.445706569,4637655.575679814,1379.4968090613556,0.0588387884336614,1,1,217
Unclassified,Point Cloud,716.2963294518486,-12332985.852008313,4637655.516106577,1378.769049473206,0.06372167544060425,1,1,217
Ground,Point Cloud,716.6105715217345,-12332985.455926767,4637655.912188121,1378.6998157070768,0.06079194323643854,1,1,217
Ground,Point Cloud,716.6557430442626,-12332985.393133352,4637655.43882237,1378.5790591382467,0.06616311894407569,1,1,217
Ground,Point Cloud,706.4321773791307,-12332998.42518226,4637655.762449974,1379.8993309574557,0.06860456244754712,1,1,217
Ground,Point Cloud,707.7130652900887,-12332996.792553447,4637655.733468398,1380.0667800662336,0.06469825284199283,1,1,217
Ground,Point Cloud,717.3697035293299,-12332984.486654041,4637655.743128923,1378.4293209928974,0.0725108720531014,1,1,217
Ground,Point Cloud,707.9220165894803,-12332996.52527891,4637655.643303493,1380.0989818179216,0.07397573815518425,1,1,217
Ground,Point Cloud,691.0400045533243,-12333018.03443895,4637655.2311210735,1378.0090881333686,0.08056763561455711,1,1,217
Ground,Point Cloud,691.5104408885745,-12333017.435486367,4637655.281033789,1378.0396797974722,0.07373159380483711,1,1,217
Ground,Point Cloud,717.6861327508668,-12332984.079301883,4637655.371198694,1378.3697477522746,0.07495231555657282,1,1,217
Ground,Point Cloud,717.6405285929723,-12332984.142095298,4637655.794651727,1378.4099999418845,0.07837033646143282,1,1,217
Ground,Point Cloud,718.2310904471815,-12332983.390184395,4637655.855835056,1378.2699223220416,0.06298924238956283,1,1,217
Unclassified,Point Cloud,710.2843625619353,-12332993.514415126,4637655.60788157,1380.1376239199471,0.07592889295796139,1,1,217
Ground,Point Cloud,711.6639112818375,-12332991.756199485,4637655.5917806905,1380.008816913195,0.07470817120622568,1,1,217
Ground,Point Cloud,713.1022355384921,-12332989.920699637,4637655.359928079,1379.8381476292486,0.061036087586785685,1,1,217
Ground,Point Cloud,718.5568457386325,-12332982.969951537,4637655.393739919,1378.218399519341,0.06884870679789426,1,1,217
Ground,Point Cloud,718.5015805654402,-12332983.045625653,4637655.868715757,1378.239330657938,0.06860456244754712,1,1,217
Ground,Point Cloud,719.069149968258,-12332982.31947615,4637655.609491652,1378.139505227705,0.07055771725032425,1,1,217
Ground,Point Cloud,691.7591527256736,-12333017.116689026,4637655.11358468,1378.059000848485,0.07641718165865569,1,1,217
Ground,Point Cloud,692.3097446987595,-12333016.416300928,4637655.227900898,1378.059000848485,0.08374151216906996,1,1,217
Ground,Point Cloud,714.4435178798522,-12332988.210786622,4637655.301964925,1379.358341529097,0.052735179674982834,1,1,217
Ground,Point Cloud,719.268440250482,-12332982.065082313,4637655.57084955,1378.1298447021986,0.06030365453574426,1,1,217
Ground,Point Cloud,715.5186922749999,-12332986.845432352,4637655.736688574,1379.0685257639047,0.05737392233157854,1,1,217
Ground,Point Cloud,692.560675538487,-12333016.097503586,4637655.316455714,1378.0992530380952,0.07324330510414283,1,1,217
Ground,Point Cloud,693.0622515531722,-12333015.458298814,4637655.314845627,1378.0992530380952,0.0742198825055314,1,1,217
Ground,Point Cloud,719.928764474811,-12332981.223006506,4637655.517716663,1378.018748658875,0.06762798504615854,1,1,217
Ground,Point Cloud,720.3935804855646,-12332980.635324538,4637655.939559609,1378.0090881333686,0.07031357289997711,1,1,217
Ground,Point Cloud,720.4489573065875,-12332980.559650421,4637655.477464471,1377.9591754182522,0.06836041809719998,1,1,217
Ground,Point Cloud,716.8354740460927,-12332985.164500915,4637655.475854387,1378.5790591382467,0.06494239719233998,1,1,217
Ground,Point Cloud,718.2851061236652,-12332983.316120367,4637655.382469305,1378.2570416213666,0.07055771725032425,1,1,217
Ground,Point Cloud,719.690160242506,-12332981.528923148,4637655.68516577,1378.0477302353943,0.06958113984893569,1,1,217
Ground,Point Cloud,720.6619139702889,-12332980.292375883,4637655.849394706,1377.9495148927458,0.06860456244754712,1,1,217
Ground,Point Cloud,721.3026928683612,-12332979.476061478,4637655.873546018,1377.878671039032,0.07129015030136568,1,1,217
Ground,Point Cloud,721.3479620827275,-12332979.413268063,4637655.411450881,1377.849689462513,0.07348744945448997,1,1,217
Unclassified,Point Cloud,693.2324471416578,-12333015.242547078,4637655.417891231,1378.1298447021986,0.0754406042572671,1,1,217
Ground,Point Cloud,693.640835697588,-12333014.719268613,4637655.160277219,1378.1089135636016,0.09375143053330282,1,1,217
Ground,Point Cloud,720.706045339517,-12332980.231192555,4637655.401790355,1377.9092627031357,0.07714961470969711,1,1,217
Ground,Point Cloud,722.0792135668307,-12332978.482637439,4637655.524157012,1377.7997767473964,0.06933699549858854,1,1,217
Ground,Point Cloud,721.5922817233877,-12332979.105741333,4637655.757619711,1377.8190977984093,0.07226672770275426,1,1,217
Ground,Point Cloud,722.0249885487865,-12332978.556701468,4637655.973371447,1377.7997767473964,0.0725108720531014,1,1,217
Ground,Point Cloud,693.8331658812531,-12333014.476145389,4637655.338996938,1378.1491657532115,0.09204242008087282,1,1,217
Ground,Point Cloud,694.371305644956,-12333013.78863799,4637655.1828184435,1378.139505227705,0.08349736781872281,1,1,217
Ground,Point Cloud,723.4217240344078,-12332976.772724424,4637655.60788157,1377.738593419189,0.06250095368886854,1,1,217
Ground,Point Cloud,694.6219154971623,-12333013.469840648,4637655.234341247,1378.158826278718,0.07983520256351567,1,1,217
Ground,Point Cloud,695.1939721783929,-12333012.742081061,4637655.347047378,1378.1491657532115,0.0822766460669871,1,1,217
Ground,Point Cloud,722.2691154137501,-12332978.239514213,4637655.422721496,1377.7997767473964,0.07373159380483711,1,1,217
Ground,Point Cloud,722.2137246348793,-12332978.31518833,4637655.883206544,1377.7997767473964,0.07006942854962997,1,1,217
Ground,Point Cloud,722.6440031216698,-12332977.766148463,4637655.818803039,1377.7595245577863,0.07568474860761425,1,1,217
Ground,Point Cloud,724.5829953831417,-12332975.294664022,4637655.7721105,1377.7675749957084,0.09130998702983138,1,1,217
Ground,Point Cloud,695.4910793711751,-12333012.360490303,4637655.078162752,1378.158826278718,0.08838025482566568,1,1,217
Ground,Point Cloud,695.4455729051479,-12333012.423283719,4637655.5128863985,1378.1894179428216,0.07837033646143282,1,1,217
Ground,Point Cloud,695.9354429169762,-12333011.798569735,4637655.472634211,1378.1894179428216,0.08764782177462424,1,1,217
Ground,Point Cloud,722.883374931007,-12332977.460231822,4637655.739908749,1377.738593419189,0.06762798504615854,1,1,217
Ground,Point Cloud,696.1423985112706,-12333011.531295195,4637655.152226783,1378.2296701324317,0.08178835736629282,1,1,217
Ground,Point Cloud,696.5154645310322,-12333011.059539532,4637655.483904823,1378.2296701324317,0.0788586251621271,1,1,217
Ground,Point Cloud,696.5609709970595,-12333010.996746117,4637655.049181176,1378.239330657938,0.08056763561455711,1,1,217
Ground,Point Cloud,696.7915749737949,-12333010.703710178,4637655.124855294,1378.2699223220416,0.08667124437323567,1,1,217
Ground,Point Cloud,696.736198152772,-12333010.779384293,4637655.58695043,1378.2489911834446,0.08984512092774853,1,1,217
Ground,Point Cloud,697.2958165787422,-12333010.064505408,4637655.430771934,1378.2892433730544,0.07812619211108568,1,1,217
Ground,Point Cloud,723.6729060799044,-12332976.453927081,4637655.725417961,1377.7595245577863,0.06884870679789426,1,1,217
Ground,Point Cloud,724.2846879760909,-12332975.67625478,4637655.902527596,1377.7788456087992,0.07519645990691996,1,1,217
Ground,Point Cloud,724.3299571923344,-12332975.613461362,4637655.440432456,1377.738593419189,0.08178835736629282,1,1,217
Ground,Point Cloud,697.5649316001945,-12333009.721556751,4637655.430771934,1378.339156088171,0.07495231555657282,1,1,217
Ground,Point Cloud,698.1447159625895,-12333008.982526548,4637655.414671056,1378.3987293287937,0.07226672770275426,1,1,217
Ground,Point Cloud,725.0849202954487,-12332974.655459251,4637655.810752602,1377.70961184267,0.07226672770275426,1,1,217
Ground,Point Cloud,698.4223271078445,-12333008.625087105,4637655.082993015,1378.4695731825075,0.0605477988860914,1,1,217
Ground,Point Cloud,698.3770439374784,-12333008.68788052,4637655.543478063,1378.4389815184038,0.07348744945448997,1,1,217
Ground,Point Cloud,698.82897510162,-12333008.113079254,4637655.644913582,1378.479233708014,0.0656748302433814,1,1,217
Ground,Point Cloud,698.8745792595073,-12333008.050285839,4637655.221460544,1378.5388069486366,0.06811627374685282,1,1,217
Ground,Point Cloud,699.0640968804582,-12333007.8087727,4637655.221460544,1378.5790591382467,0.06298924238956283,1,1,217
Unclassified,Point Cloud,699.4861378600181,-12333007.272613537,4637655.37280878,1378.6692240429734,0.06469825284199283,1,1,217
Unclassified,Point Cloud,725.2925457767633,-12332974.388184711,4637655.567629378,1377.7289328936827,0.08154421301594568,1,1,217
Unclassified,Point Cloud,725.2457758580422,-12332974.452588215,4637656.002353025,1377.738593419189,0.07812619211108568,1,1,217
Ground,Point Cloud,699.7256352750337,-12333006.966696894,4637655.3084052745,1378.6998157070768,0.05200274662394141,1,1,217
Ground,Point Cloud,700.5545920181321,-12333005.908869352,4637655.177988183,1378.9187876185556,0.05737392233157854,1,1,217
Ground,Point Cloud,700.5088762123996,-12333005.971662767,4637655.588560514,1378.7996411373097,0.05761806668192569,1,1,217
Unclassified,Point Cloud,701.1158498389123,-12333005.19560055,4637655.3567079045,1379.0395441873857,0.07519645990691996,1,1,217
Ground,Point Cloud,701.3371630703405,-12333004.913835224,4637655.380859219,1379.0395441873857,0.061036087586785685,1,1,217
Ground,Point Cloud,701.7860583742149,-12333004.340644043,4637655.2778136125,1379.1892823327348,0.0605477988860914,1,1,217
Ground,Point Cloud,701.9577127991215,-12333004.12328222,4637655.403400444,1379.1989428582413,0.06811627374685282,1,1,217
Ground,Point Cloud,702.4659902902058,-12333003.474416925,4637655.300354837,1379.258516098864,0.06250095368886854,1,1,217
Ground,Point Cloud,703.2185110987411,-12333002.51641481,4637655.388909655,1379.3792726676943,0.06079194323643854,1,1,217
Ground,Point Cloud,703.4695535844512,-12333002.19761747,4637655.490345172,1379.4291853828106,0.05249103532463569,1,1,217
Ground,Point Cloud,704.3098321044381,-12333001.126909226,4637655.500005701,1379.559602477147,0.04858472571908141,1,1,217
Ground,Point Cloud,704.7113368850187,-12333000.616511462,4637655.614321916,1379.6095151922636,0.0622568093385214,1,1,217
Ground,Point Cloud,704.7569410447759,-12333000.553718045,4637655.190868884,1379.6288362432765,0.06543068589303426,1,1,217
Unclassified,Point Cloud,704.9379494534151,-12333000.323475521,4637655.229510984,1379.6787489583928,0.06811627374685282,1,1,217
Ground,Point Cloud,704.8924569415103,-12333000.386268936,4637655.665844724,1379.6384967687827,0.059815365835049976,1,1,217
Ground,Point Cloud,705.4502536774526,-12332999.673000138,4637655.445262721,1379.7286616735094,0.06616311894407569,1,1,217
Ground,Point Cloud,705.6810809498638,-12332999.379964199,4637655.546698239,1379.7898450017165,0.0708018616006714,1,1,217
Ground,Point Cloud,706.2003945567849,-12332998.716608113,4637655.405010531,1379.839757716833,0.07714961470969711,1,1,217
Ground,Point Cloud,684.3651381261443,-12333026.540531658,4637655.224680724,1377.7289328936827,0.08154421301594568,1,1,217
Ground,Point Cloud,706.478724002176,-12332998.360778756,4637655.301964925,1379.8993309574557,0.07055771725032425,1,1,217
Ground,Point Cloud,707.032463485215,-12332997.65878057,4637655.633642968,1379.9685647235851,0.0708018616006714,1,1,217
Ground,Point Cloud,707.0879519559458,-12332997.583106453,4637655.184428533,1379.9589041980787,0.07934691386282139,1,1,217
Unclassified,Point Cloud,684.5662500983963,-12333026.284527732,4637655.250442124,1377.7691850832928,0.09106584267948424,1,1,217
Ground,Point Cloud,684.9682991621885,-12333025.774129968,4637655.4275517585,1377.7595245577863,0.09497215228503852,1,1,217
Ground,Point Cloud,685.0139172760537,-12333025.711336553,4637655.005708809,1377.7498640322801,0.08130006866559854,1,1,217
Ground,Point Cloud,707.2916178724699,-12332997.327102527,4637655.504835962,1380.0184774387017,0.0673838406958114,1,1,217
Ground,Point Cloud,707.7594863093254,-12332996.728149943,4637655.258492562,1380.0394085772987,0.0673838406958114,1,1,217
Ground,Point Cloud,685.2063591094266,-12333025.468213327,4637655.197309233,1377.7691850832928,0.09155413138017852,1,1,217
Ground,Point Cloud,685.6595044456626,-12333024.893412057,4637655.43882237,1377.7691850832928,0.08007934691386283,1,1,217
Ground,Point Cloud,685.695014954741,-12333024.843499342,4637655.016979423,1377.7691850832928,0.07666132600900283,1,1,217
Ground,Point Cloud,708.4426913372226,-12332995.860312736,4637655.5128863985,1380.1199129565189,0.07373159380483711,1,1,217
Ground,Point Cloud,685.9061852511732,-12333024.576224806,4637655.1828184435,1377.7885061343056,0.06982528419928283,1,1,217
Ground,Point Cloud,686.4588082576956,-12333023.874226617,4637655.385689479,1377.7997767473964,0.08130006866559854,1,1,217
Ground,Point Cloud,686.514199034711,-12333023.798552502,4637654.925204432,1377.7788456087992,0.08398565651941711,1,1,217
Ground,Point Cloud,708.6736442134425,-12332995.567276796,4637655.628812703,1380.1585550585446,0.07617303730830854,1,1,217
Ground,Point Cloud,709.272429617049,-12332994.802485194,4637655.472634211,1380.1295734820253,0.06640726329442283,1,1,217
Ground,Point Cloud,686.7761306637913,-12333023.466874458,4637655.116804855,1377.8287583239157,0.08422980086976425,1,1,217
Ground,Point Cloud,687.3066404400452,-12333022.790637674,4637655.100703975,1377.838418849422,0.07812619211108568,1,1,217
Ground,Point Cloud,709.5519108635781,-12332994.44504575,4637655.3567079045,1380.148894533038,0.07177843900205996,1,1,217
Ground,Point Cloud,710.0820643295447,-12332993.770419054,4637655.445262721,1380.0989818179216,0.06933699549858854,1,1,217
Unclassified,Point Cloud,687.5336642733164,-12333022.499211822,4637654.909103557,1377.8690105135256,0.09155413138017852,1,1,217
Unclassified,Point Cloud,687.489756201634,-12333022.56039515,4637655.382469305,1377.8690105135256,0.08032349126420997,1,1,217
Ground,Point Cloud,687.8972162502396,-12333022.038726771,4637655.163497394,1377.8593499880192,0.09179827573052568,1,1,217
Ground,Point Cloud,710.7128333128203,-12332992.966985349,4637655.480684646,1380.0796607669088,0.07348744945448997,1,1,217
Unclassified,Point Cloud,688.0865105755074,-12333021.797213633,4637655.137735994,1377.8996021776293,0.10058747234302282,1,1,217
Ground,Point Cloud,688.5284457808302,-12333021.235293066,4637655.252052209,1377.878671039032,0.10034332799267567,1,1,217
Unclassified,Point Cloud,710.9131284274481,-12332992.71259151,4637655.557968854,1380.108642343428,0.07495231555657282,1,1,217
Ground,Point Cloud,711.4249236947508,-12332992.060506038,4637655.5692394655,1380.008816913195,0.0742198825055314,1,1,217
Ground,Point Cloud,688.7487188571031,-12333020.955137827,4637655.301964925,1377.9092627031357,0.09961089494163425,1,1,217
Ground,Point Cloud,689.3201196072914,-12333020.22737824,4637655.338996938,1377.8996021776293,0.08764782177462424,1,1,217
Ground,Point Cloud,712.246647764885,-12332991.015559196,4637655.770500412,1379.9395831470658,0.057862211032272834,1,1,217
Ground,Point Cloud,712.2916099495778,-12332990.95276578,4637655.272983349,1379.8783998188587,0.049805447470817124,1,1,217
Ground,Point Cloud,689.6369954201728,-12333019.820026081,4637655.018589512,1377.9189232286421,0.08056763561455711,1,1,217
Ground,Point Cloud,690.1783590151899,-12333019.132518683,4637655.234341247,1377.9398543672394,0.07592889295796139,1,1,217
Unclassified,Point Cloud,712.582078031337,-12332990.582445635,4637655.258492562,1379.9186520084686,0.06005951018539712,1,1,217
Unclassified,Point Cloud,712.5367948591229,-12332990.645239051,4637655.718977609,1379.9492436725723,0.06274509803921569,1,1,217
Ground,Point Cloud,713.0483315079982,-12332989.994763667,4637655.84617453,1379.8993309574557,0.06787212939650568,1,1,217
Ground,Point Cloud,690.3609165394373,-12333018.902276156,4637655.451703071,1377.9784964692649,0.08642710002288853,1,1,217
Ground,Point Cloud,690.8280173936873,-12333018.303323576,4637655.116804855,1377.9784964692649,0.08056763561455711,1,1,217
Unclassified,Point Cloud,713.3028869671398,-12332989.66469571,4637655.3325565895,1379.8284871037422,0.0690928511482414,1,1,217
Ground,Point Cloud,713.257729398727,-12332989.727489127,4637655.807532427,1379.8783998188587,0.06860456244754712,1,1,217
Ground,Point Cloud,713.6959448989364,-12332989.16717865,4637655.638473232,1379.759253337613,0.06372167544060425,1,1,217
Ground,Point Cloud,737.4122767835652,-12332958.947444778,4637655.941169696,1377.7788456087992,0.07739375906004425,1,1,217
Ground,Point Cloud,737.8946424155001,-12332958.334001407,4637656.055485915,1377.7788456087992,0.0720225833524071,1,1,217
Unclassified,Point Cloud,738.1214289989657,-12332958.042575555,4637655.8365140045,1377.8190977984093,0.06860456244754712,1,1,217
Ground,Point Cloud,738.6526226200876,-12332957.366338769,4637655.8993074205,1377.7498640322801,0.07397573815518425,1,1,217
Ground,Point Cloud,738.9342112214217,-12332957.008899326,4637656.026504338,1377.7691850832928,0.07055771725032425,1,1,217
Ground,Point Cloud,739.5365907225932,-12332956.242497634,4637656.13921047,1377.738593419189,0.07495231555657282,1,1,217
Ground,Point Cloud,739.580722089966,-12332956.181314308,4637655.69160612,1377.6999513171636,0.08154421301594568,1,1,217
Unclassified,Point Cloud,725.9701117195218,-12332973.523567678,4637655.462973686,1377.677410090982,0.07006942854962997,1,1,217
Ground,Point Cloud,727.3232880310679,-12332971.800773963,4637655.611101741,1377.5969057117618,0.07959105821316853,1,1,217
Unclassified,Point Cloud,739.7922626582586,-12332955.912429681,4637655.754399539,1377.738593419189,0.07470817120622568,1,1,217
Ground,Point Cloud,739.7469934438777,-12332955.975223096,4637656.216494673,1377.7595245577863,0.08178835736629282,1,1,217
Ground,Point Cloud,740.2046565803539,-12332955.389151216,4637655.95888066,1377.7289328936827,0.07861448081177996,1,1,217
Ground,Point Cloud,728.7939168568046,-12332969.926632015,4637655.60788157,1377.6870706164882,0.07568474860761425,1,1,217
Ground,Point Cloud,729.8447450705135,-12332968.587039145,4637655.56601929,1377.8094372729029,0.0788586251621271,1,1,217
Unclassified,Point Cloud,740.4142777649104,-12332955.121876677,4637655.9459999595,1377.7498640322801,0.07275501640344854,1,1,217
Ground,Point Cloud,740.9135854963606,-12332954.484281994,4637655.828463565,1377.6999513171636,0.07031357289997711,1,1,217
Ground,Point Cloud,731.1478299420342,-12332966.928648934,4637655.7656701505,1377.8674004259415,0.08471808957045854,1,1,217
Ground,Point Cloud,741.1239742616599,-12332954.217007454,4637655.90413768,1377.6999513171636,0.07592889295796139,1,1,217
Ground,Point Cloud,741.7055942681909,-12332953.476367164,4637655.954050397,1377.6886807040728,0.07446402685587854,1,1,217
Ground,Point Cloud,735.1260531726584,-12332961.856873043,4637655.575679814,1377.8480793749286,0.08520637827115282,1,1,217
Ground,Point Cloud,736.5388702917189,-12332960.056795124,4637655.60788157,1377.7675749957084,0.07519645990691996,1,1,217
Ground,Point Cloud,742.0230143661393,-12332953.069015006,4637655.696436385,1377.6886807040728,0.06982528419928283,1,1,217
Ground,Point Cloud,741.9779544895937,-12332953.131808423,4637656.182682835,1377.6999513171636,0.06860456244754712,1,1,217
Ground,Point Cloud,742.5773120883605,-12332952.367016818,4637656.092517929,1377.6886807040728,0.08154421301594568,1,1,217
Ground,Point Cloud,742.815358077758,-12332952.06110018,4637655.860665318,1377.6999513171636,0.06982528419928283,1,1,217
Ground,Point Cloud,743.2673655669714,-12332951.487908999,4637656.116669243,1377.6886807040728,0.06713969634546425,1,1,217
Ground,Point Cloud,743.4964204299686,-12332951.194873057,4637656.01362364,1377.6999513171636,0.06250095368886854,1,1,217
Ground,Point Cloud,743.9587801882808,-12332950.60719109,4637656.15209117,1377.6790201785664,0.06274509803921569,1,1,217
Ground,Point Cloud,743.9941790495286,-12332950.557278374,4637655.7173675215,1377.6596991275535,0.07031357289997711,1,1,217
Ground,Point Cloud,744.1950044913829,-12332950.302884536,4637655.855835056,1377.6580890399691,0.06640726329442283,1,1,217
Ground,Point Cloud,745.6144253968378,-12332948.493146092,4637655.775330676,1377.5582636097363,0.07348744945448997,1,1,217
Ground,Point Cloud,725.7060282634266,-12332973.864906248,4637655.89769733,1377.66935965306,0.06445410849164569,1,1,217
Ground,Point Cloud,744.150775430302,-12332950.364067864,4637656.29216879,1377.6790201785664,0.06347753109025711,1,1,217
Ground,Point Cloud,744.7872903418975,-12332949.549363546,4637655.970151276,1377.5985157993464,0.06445410849164569,1,1,217
Ground,Point Cloud,745.0777723777792,-12332949.179043403,4637655.957270574,1377.6097864124372,0.059327077134355685,1,1,217
Ground,Point Cloud,745.5703079835876,-12332948.55432942,4637656.224545114,1377.5389425587234,0.0639658197909514,1,1,217
Unclassified,Point Cloud,725.9175827895524,-12332973.596021619,4637655.9621008355,1377.70961184267,0.07177843900205996,1,1,217
Ground,Point Cloud,726.4530216346539,-12332972.91012431,4637655.640083318,1377.6194469379434,0.07617303730830854,1,1,217
Ground,Point Cloud,745.7790359872961,-12332948.28705488,4637656.108618807,1377.529282033217,0.07006942854962997,1,1,217
Ground,Point Cloud,746.2309531954597,-12332947.712253613,4637656.208444234,1377.489029843607,0.06543068589303426,1,1,217
Ground,Point Cloud,746.2763480155118,-12332947.649460196,4637655.760839886,1377.4986903691133,0.06713969634546425,1,1,217
Ground,Point Cloud,726.6851123597589,-12332972.615478281,4637655.741518838,1377.6291074634498,0.08593881132219425,1,1,217
Ground,Point Cloud,727.2779071688565,-12332971.863567378,4637656.060316177,1377.6291074634498,0.0844739452201114,1,1,217
Ground,Point Cloud,746.4891930313752,-12332947.382185658,4637656.119889418,1377.4793693181005,0.06347753109025711,1,1,217
Ground,Point Cloud,747.0597005988675,-12332946.654426072,4637656.053875824,1377.389204413374,0.0690928511482414,1,1,217
Ground,Point Cloud,747.3266943113995,-12332946.311477415,4637655.809142513,1377.3988649388805,0.07788204776073854,1,1,217
Ground,Point Cloud,747.2712058425386,-12332946.387151532,4637656.25835695,1377.3795438878678,0.06811627374685282,1,1,217
Ground,Point Cloud,747.869000369712,-12332945.62235993,4637655.987862238,1377.2990395086476,0.06958113984893569,1,1,217
Ground,Point Cloud,727.6045556448662,-12332971.44333452,4637655.701266646,1377.6097864124372,0.0754406042572671,1,1,217
Ground,Point Cloud,728.1255160555229,-12332970.779978435,4637655.749569274,1377.6484285144627,0.08349736781872281,1,1,217
Ground,Point Cloud,748.1390299425038,-12332945.277801186,4637655.947610049,1377.2797184576348,0.07788204776073854,1,1,217
Ground,Point Cloud,748.6393425082206,-12332944.6402065,4637655.9459999595,1377.2088746039212,0.08374151216906996,1,1,217
Unclassified,Point Cloud,728.3235921693849,-12332970.525584597,4637655.57084955,1377.6886807040728,0.07812619211108568,1,1,217
Unclassified,Point Cloud,728.2784206468641,-12332970.588378012,4637656.044215304,1377.66935965306,0.08496223392080568,1,1,217
Ground,Point Cloud,728.7485220367525,-12332969.989425432,4637656.055485915,1377.6790201785664,0.08178835736629282,1,1,217
